          table_name           |             column_name             |        data_type         | is_nullable |              column_default              
 approval_steps                | approval_steps_select                 | SELECT | ((assigned_to = app.current_user_id()) OR app.is_admin() OR (EXISTS ( SELECT 1                                                                              +| 
                               |                                       |        |    FROM training_requests r                                                                                                                                 +| 
                               |                                       |        |   WHERE ((r.id = approval_steps.training_request_id) AND (r.submitter_id = app.current_user_id())))))                                                        | 
 approval_steps                | approval_steps_write                  | ALL    | ((assigned_to = app.current_user_id()) OR app.is_admin())                                                                                                    | ((assigned_to = app.current_user_id()) OR app.is_admin())
 asset_requests                | asset_requests_admin_all              | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 assets                        | assets_admin_all                      | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 billing_nodes                 | billing_nodes_admin_all               | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 contract_contacts             | contract_contacts_admin_all           | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 contracts                     | contracts_admin_all                   | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 customers                     | customers_admin_all                   | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 departments                   | departments_admin_write               | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 departments                   | departments_read_all                  | SELECT | (app.current_user_id() IS NOT NULL)                                                                                                                          | 
 employee_rates                | employee_rates_admin_all              | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 employee_travel_programs      | travel_programs_self                  | ALL    | ((employee_id = app.current_user_id()) OR app.is_admin())                                                                                                    | ((employee_id = app.current_user_id()) OR app.is_admin())
 fake_pay_rates                | fake_pay_rates_admin_all              | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 gov_agencies                  | gov_agencies_admin_all                | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 gov_contract_requirements     | gov_contract_requirements_admin_all   | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 gov_contracts                 | gov_contracts_admin_all               | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 gov_training_completions      | gov_training_completions_admin_write  | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 gov_training_completions      | gov_training_completions_select       | SELECT | ((employee_id = app.current_user_id()) OR app.is_manager_of(employee_id) OR app.is_admin())                                                                  | 
 indirect_pools                | indirect_pools_admin_all              | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 indirect_rates                | indirect_rates_admin_all              | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 labor_categories              | labor_categories_admin_all            | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 pay_period_certifications     | pay_period_cert_select                | SELECT | ((employee_id = app.current_user_id()) OR app.is_manager_of(employee_id) OR app.is_admin())                                                                  | 
 pay_period_certifications     | pay_period_cert_write                 | ALL    | ((employee_id = app.current_user_id()) OR app.is_admin())                                                                                                    | ((employee_id = app.current_user_id()) OR app.is_admin())
 payroll_run_item_earnings     | payroll_run_item_earnings_admin_all   | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 payroll_run_items             | payroll_run_items_admin_all           | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 payroll_runs                  | payroll_runs_admin_all                | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 profiles                      | profiles_admin_all                    | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 profiles                      | profiles_select                       | SELECT | ((id = app.current_user_id()) OR app.is_manager_of(id) OR app.is_admin())                                                                                    | 
 profiles                      | profiles_update_self                  | UPDATE | ((id = app.current_user_id()) OR app.is_admin())                                                                                                             | ((id = app.current_user_id()) OR app.is_admin())
 projects                      | projects_admin_write                  | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 projects                      | projects_read_all                     | SELECT | (app.current_user_id() IS NOT NULL)                                                                                                                          | 
 qbo_sync_mapping              | qbo_sync_mapping_admin_all            | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 resumes                       | resumes_select                        | SELECT | ((id = app.current_user_id()) OR app.is_manager_of(id) OR app.is_admin())                                                                                    | 
 resumes                       | resumes_write_self                    | ALL    | ((id = app.current_user_id()) OR app.is_admin())                                                                                                             | ((id = app.current_user_id()) OR app.is_admin())
 skills_bank                   | skills_bank_read_all                  | SELECT | (app.current_user_id() IS NOT NULL)                                                                                                                          | 
 skills_bank                   | skills_bank_write_self                | INSERT |                                                                                                                                                              | ((created_by = app.current_user_id()) OR app.is_admin())
 slin_employee_authorization   | slin_employee_authorization_admin_all | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 slin_funding_history          | slin_funding_history_admin_all        | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 slins                         | slins_admin_all                       | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 staff_recall_broadcasts       | staff_recall_broadcasts_admin_all     | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 staff_recall_recipients       | staff_recall_recipients_admin_all     | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 time_card_audit_log           | time_card_audit_insert                | INSERT |                                                                                                                                                              | ((performed_by = app.current_user_id()) OR app.is_admin())
 time_card_audit_log           | time_card_audit_select                | SELECT | ((employee_id = app.current_user_id()) OR app.is_manager_of(employee_id) OR app.is_admin())                                                                  | 
 time_codes                    | time_codes_admin_all                  | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 time_entries                  | time_entries_select                   | SELECT | ((employee_id = app.current_user_id()) OR app.is_manager_of(employee_id) OR app.is_admin())                                                                  | 
 time_entries                  | time_entries_update_self              | UPDATE | (((employee_id = app.current_user_id()) AND (status = ANY (ARRAY['draft'::text, 'submitted'::text]))) OR app.is_manager_of(employee_id) OR app.is_admin())   | (((employee_id = app.current_user_id()) AND (status = ANY (ARRAY['draft'::text, 'submitted'::text]))) OR app.is_manager_of(employee_id) OR app.is_admin())
 time_entries                  | time_entries_write_self               | INSERT |                                                                                                                                                              | ((employee_id = app.current_user_id()) OR app.is_admin())
 training_request_participants | training_participants_select          | SELECT | ((employee_id = app.current_user_id()) OR app.is_manager_of(employee_id) OR app.is_admin() OR (EXISTS ( SELECT 1                                            +| 
                               |                                       |        |    FROM training_requests r                                                                                                                                 +| 
                               |                                       |        |   WHERE ((r.id = training_request_participants.training_request_id) AND (r.submitter_id = app.current_user_id())))))                                         | 
 training_request_participants | training_participants_write           | ALL    | (app.is_manager_of(employee_id) OR app.is_admin())                                                                                                           | (app.is_manager_of(employee_id) OR app.is_admin())
 training_requests             | training_requests_select              | SELECT | ((submitter_id = app.current_user_id()) OR app.is_manager_of(submitter_id) OR app.is_admin() OR (EXISTS ( SELECT 1                                          +| 
                               |                                       |        |    FROM training_request_participants p                                                                                                                     +| 
                               |                                       |        |   WHERE ((p.training_request_id = p.id) AND (p.employee_id = app.current_user_id())))))                                                                      | 
 training_requests             | training_requests_write               | ALL    | ((submitter_id = app.current_user_id()) OR app.is_admin())                                                                                                   | ((submitter_id = app.current_user_id()) OR app.is_admin())
 travel_estimate_audit_log     | travel_estimate_audit_insert          | INSERT |                                                                                                                                                              | ((changed_by = app.current_user_id()) OR app.is_admin())
 travel_estimate_audit_log     | travel_estimate_audit_select          | SELECT | (EXISTS ( SELECT 1                                                                                                                                          +| 
                               |                                       |        |    FROM travel_estimates e                                                                                                                                  +| 
                               |                                       |        |   WHERE ((e.id = travel_estimate_audit_log.estimate_id) AND ((e.created_by = app.current_user_id()) OR app.is_manager_of(e.created_by) OR app.is_admin())))) | 
 travel_estimates              | travel_estimates_select               | SELECT | ((created_by = app.current_user_id()) OR app.is_manager_of(created_by) OR app.is_admin())                                                                    | 
 travel_estimates              | travel_estimates_write                | ALL    | (((created_by = app.current_user_id()) AND (status = 'draft'::text)) OR app.is_manager_of(created_by) OR app.is_admin())                                     | (((created_by = app.current_user_id()) AND (status = ANY (ARRAY['draft'::text, 'submitted'::text]))) OR app.is_manager_of(created_by) OR app.is_admin())
 travel_expense_audit_log      | travel_expense_audit_insert           | INSERT |                                                                                                                                                              | ((changed_by = app.current_user_id()) OR app.is_admin())
 travel_expense_audit_log      | travel_expense_audit_select           | SELECT | (EXISTS ( SELECT 1                                                                                                                                          +| 
                               |                                       |        |    FROM travel_expenses e                                                                                                                                   +| 
                               |                                       |        |   WHERE ((e.id = travel_expense_audit_log.expense_id) AND ((e.created_by = app.current_user_id()) OR app.is_manager_of(e.created_by) OR app.is_admin()))))   | 
 travel_expense_receipts       | travel_expense_receipts_insert        | INSERT |                                                                                                                                                              | ((uploaded_by = app.current_user_id()) OR app.is_admin())
 travel_expense_receipts       | travel_expense_receipts_select        | SELECT | (EXISTS ( SELECT 1                                                                                                                                          +| 
                               |                                       |        |    FROM travel_expenses e                                                                                                                                   +| 
                               |                                       |        |   WHERE ((e.id = travel_expense_receipts.expense_id) AND ((e.created_by = app.current_user_id()) OR app.is_manager_of(e.created_by) OR app.is_admin()))))    | 
 travel_expenses               | travel_expenses_select                | SELECT | ((created_by = app.current_user_id()) OR app.is_manager_of(created_by) OR app.is_admin())                                                                    | 
 travel_expenses               | travel_expenses_write                 | ALL    | ((created_by = app.current_user_id()) OR app.is_manager_of(created_by) OR app.is_admin())                                                                    | ((created_by = app.current_user_id()) OR app.is_manager_of(created_by) OR app.is_admin())
 travel_settings               | travel_settings_admin_write           | ALL    | app.is_admin()                                                                                                                                               | app.is_admin()
 travel_settings               | travel_settings_read_all              | SELECT | true                                                                                                                                                         | 
(64 rows)

        proname        |                                   pg_get_functiondef                                    
-----------------------+-----------------------------------------------------------------------------------------
 armor                 | CREATE OR REPLACE FUNCTION public.armor(bytea)                                         +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_armor$function$                                    +
                       | 
 armor                 | CREATE OR REPLACE FUNCTION public.armor(bytea, text[], text[])                         +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_armor$function$                                    +
                       | 
 crypt                 | CREATE OR REPLACE FUNCTION public.crypt(text, text)                                    +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_crypt$function$                                    +
                       | 
 dearmor               | CREATE OR REPLACE FUNCTION public.dearmor(text)                                        +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_dearmor$function$                                  +
                       | 
 decrypt               | CREATE OR REPLACE FUNCTION public.decrypt(bytea, bytea, text)                          +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_decrypt$function$                                  +
                       | 
 decrypt_iv            | CREATE OR REPLACE FUNCTION public.decrypt_iv(bytea, bytea, bytea, text)                +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_decrypt_iv$function$                               +
                       | 
 digest                | CREATE OR REPLACE FUNCTION public.digest(bytea, text)                                  +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_digest$function$                                   +
                       | 
 digest                | CREATE OR REPLACE FUNCTION public.digest(text, text)                                   +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_digest$function$                                   +
                       | 
 encrypt               | CREATE OR REPLACE FUNCTION public.encrypt(bytea, bytea, text)                          +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_encrypt$function$                                  +
                       | 
 encrypt_iv            | CREATE OR REPLACE FUNCTION public.encrypt_iv(bytea, bytea, bytea, text)                +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_encrypt_iv$function$                               +
                       | 
 fips_mode             | CREATE OR REPLACE FUNCTION public.fips_mode()                                          +
                       |  RETURNS boolean                                                                       +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pg_check_fipsmode$function$                           +
                       | 
 gen_random_bytes      | CREATE OR REPLACE FUNCTION public.gen_random_bytes(integer)                            +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pg_random_bytes$function$                             +
                       | 
 gen_random_uuid       | CREATE OR REPLACE FUNCTION public.gen_random_uuid()                                    +
                       |  RETURNS uuid                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE                                                                         +
                       | AS '$libdir/pgcrypto', $function$pg_random_uuid$function$                              +
                       | 
 gen_salt              | CREATE OR REPLACE FUNCTION public.gen_salt(text)                                       +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pg_gen_salt$function$                                 +
                       | 
 gen_salt              | CREATE OR REPLACE FUNCTION public.gen_salt(text, integer)                              +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pg_gen_salt_rounds$function$                          +
                       | 
 hmac                  | CREATE OR REPLACE FUNCTION public.hmac(bytea, bytea, text)                             +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_hmac$function$                                     +
                       | 
 hmac                  | CREATE OR REPLACE FUNCTION public.hmac(text, text, text)                               +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pg_hmac$function$                                     +
                       | 
 pgp_armor_headers     | CREATE OR REPLACE FUNCTION public.pgp_armor_headers(text, OUT key text, OUT value text)+
                       |  RETURNS SETOF record                                                                  +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_armor_headers$function$                           +
                       | 
 pgp_key_id            | CREATE OR REPLACE FUNCTION public.pgp_key_id(bytea)                                    +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_key_id_w$function$                                +
                       | 
 pgp_pub_decrypt       | CREATE OR REPLACE FUNCTION public.pgp_pub_decrypt(bytea, bytea)                        +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_decrypt_text$function$                        +
                       | 
 pgp_pub_decrypt       | CREATE OR REPLACE FUNCTION public.pgp_pub_decrypt(bytea, bytea, text)                  +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_decrypt_text$function$                        +
                       | 
 pgp_pub_decrypt       | CREATE OR REPLACE FUNCTION public.pgp_pub_decrypt(bytea, bytea, text, text)            +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_decrypt_text$function$                        +
                       | 
 pgp_pub_decrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_pub_decrypt_bytea(bytea, bytea)                  +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_decrypt_bytea$function$                       +
                       | 
 pgp_pub_decrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_pub_decrypt_bytea(bytea, bytea, text)            +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_decrypt_bytea$function$                       +
                       | 
 pgp_pub_decrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_pub_decrypt_bytea(bytea, bytea, text, text)      +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_decrypt_bytea$function$                       +
                       | 
 pgp_pub_encrypt       | CREATE OR REPLACE FUNCTION public.pgp_pub_encrypt(text, bytea)                         +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_encrypt_text$function$                        +
                       | 
 pgp_pub_encrypt       | CREATE OR REPLACE FUNCTION public.pgp_pub_encrypt(text, bytea, text)                   +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_encrypt_text$function$                        +
                       | 
 pgp_pub_encrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_pub_encrypt_bytea(bytea, bytea)                  +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_encrypt_bytea$function$                       +
                       | 
 pgp_pub_encrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_pub_encrypt_bytea(bytea, bytea, text)            +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_pub_encrypt_bytea$function$                       +
                       | 
 pgp_sym_decrypt       | CREATE OR REPLACE FUNCTION public.pgp_sym_decrypt(bytea, text)                         +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_decrypt_text$function$                        +
                       | 
 pgp_sym_decrypt       | CREATE OR REPLACE FUNCTION public.pgp_sym_decrypt(bytea, text, text)                   +
                       |  RETURNS text                                                                          +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_decrypt_text$function$                        +
                       | 
 pgp_sym_decrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_sym_decrypt_bytea(bytea, text)                   +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_decrypt_bytea$function$                       +
                       | 
 pgp_sym_decrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_sym_decrypt_bytea(bytea, text, text)             +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  IMMUTABLE PARALLEL SAFE STRICT                                                        +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_decrypt_bytea$function$                       +
                       | 
 pgp_sym_encrypt       | CREATE OR REPLACE FUNCTION public.pgp_sym_encrypt(text, text)                          +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_encrypt_text$function$                        +
                       | 
 pgp_sym_encrypt       | CREATE OR REPLACE FUNCTION public.pgp_sym_encrypt(text, text, text)                    +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_encrypt_text$function$                        +
                       | 
 pgp_sym_encrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_sym_encrypt_bytea(bytea, text)                   +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_encrypt_bytea$function$                       +
                       | 
 pgp_sym_encrypt_bytea | CREATE OR REPLACE FUNCTION public.pgp_sym_encrypt_bytea(bytea, text, text)             +
                       |  RETURNS bytea                                                                         +
                       |  LANGUAGE c                                                                            +
                       |  PARALLEL SAFE STRICT                                                                  +
                       | AS '$libdir/pgcrypto', $function$pgp_sym_encrypt_bytea$function$                       +
                       | 
(37 rows)

